ID,Name,User,TimeStamp,DateTime,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,Power,session_id,race_id
,ServiceLog,natalie,1445536125851,22.10.2015 20:48:45,2G,GPRS,250-2-4711-12564,-1,-1,4741,636,-1,-91,119655405,1445535767
,ServiceLog,natalie,1445536126885,22.10.2015 20:48:46,2G,GPRS,1,250,2,4711,12564,-1,-57,119655405,1445535767
,ServiceLog,natalie,1445536126885,22.10.2015 20:48:46,2G,GPRS,250-2-4711-12564,-1,-1,4711,12565,-1,-69,119655405,1445535767
,ServiceLog,natalie,1445536126885,22.10.2015 20:48:46,2G,GPRS,250-2-4711-12564,-1,-1,4711,22236,-1,-75,119655405,1445535767
,ServiceLog,natalie,1445536126885,22.10.2015 20:48:46,2G,GPRS,250-2-4711-12564,-1,-1,4711,27736,-1,-83,119655405,1445535767
,ServiceLog,natalie,1445536126885,22.10.2015 20:48:46,2G,GPRS,250-2-4711-12564,-1,-1,4711,12801,-1,-87,119655405,1445535767
,ServiceLog,natalie,1445536126885,22.10.2015 20:48:46,2G,GPRS,250-2-4711-12564,-1,-1,4711,20706,-1,-89,119655405,1445535767
,ServiceLog,natalie,1445536126885,22.10.2015 20:48:46,2G,GPRS,250-2-4711-12564,-1,-1,4741,636,-1,-91,119655405,1445535767
,ServiceLog,natalie,1445536127928,22.10.2015 20:48:47,2G,GPRS,1,250,2,4711,12564,-1,-55,119655405,1445535767
,ServiceLog,natalie,1445536127928,22.10.2015 20:48:47,2G,GPRS,250-2-4711-12564,-1,-1,4711,12565,-1,-71,119655405,1445535767
,ServiceLog,natalie,1445536127928,22.10.2015 20:48:47,2G,GPRS,250-2-4711-12564,-1,-1,4711,22236,-1,-79,119655405,1445535767
,ServiceLog,natalie,1445536127928,22.10.2015 20:48:47,2G,GPRS,250-2-4711-12564,-1,-1,4711,27736,-1,-79,119655405,1445535767
,ServiceLog,natalie,1445536127928,22.10.2015 20:48:47,2G,GPRS,250-2-4711-12564,-1,-1,4711,20706,-1,-87,119655405,1445535767
,ServiceLog,natalie,1445536127928,22.10.2015 20:48:47,2G,GPRS,250-2-4711-12564,-1,-1,4711,12801,-1,-89,119655405,1445535767
,ServiceLog,natalie,1445536127928,22.10.2015 20:48:47,2G,GPRS,250-2-4711-12564,-1,-1,4741,636,-1,-91,119655405,1445535767
403,Парнас 3,natalie,1445536128942,22.10.2015 20:48:48,2G,GPRS,1,250,2,4711,12564,-1,-55,119655405,1445535767
